,Tweets,label
145,I NEED A UNICORN FRAPPUCCINO STAT. I JUST FOUND OUT THEY ARE LIMITED TIMEE! unhappy  How much longer?,negative
146,Her back unhappy  ,negative
147,unhappy  sorry to hear this.....,negative
148,I won't. if i do it's probably for phil but he hasn't seen me yet unhappy ,negative
149,Yuri was here and i didn't know it unhappy  the second snsd i missed ,negative
150,why are your campervan tickets so expensive? unhappy ,negative
151,Canberra is a land-locked capital. unhappy  ,negative
152,how much? i cant seem to deathmatch you unhappy ,negative
153,.agata baby unhappy  it broke in the mail. but i read your letter  can't thank you enough. you are the best ,negative
154,same unhappy ,negative
155,she is! HAHA but I wanted to look like v unhappy ,negative
156,unhappy  they look dead,negative
157,Puta I know sorry isn't enough pero sorry padin unhappy ,negative
158,mannn,negative
159, i want to go to an m's game unhappy ,negative
160,unhappy   feeling bored,negative
161,I wish i could sleep early unhappy ,negative
162,I just hope I start getting the 1GB data per day from tonight!! unhappy ,negative
163,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
164,i want to see you happy sad ,negative
165,I just told them to bugger off and hung up! They waned access to my pc. If they phoned someone like my Gran ,negative
166,my braces hurt unhappy ,negative
167,Ohh welcome to CLXSSlC chanyeol oppa! Or should I call you with richard? Kalau jadi sayang gimana? unhappy ,negative
168,we don%27t talk anymore like we used to do unhappy ,negative
169,Claaaaaaaaaaaaasse ! ,negative
170,What a pity! unhappy  Those were beautiful! But thank you for your answer!,negative
171,Sciatica. What a monumental pain in the arse. unhappy ,negative
172,This escalated quickly,negative
173, I'm aborting mission now have a nice day though x ,negative
174,- Thank you tons,negative
175, rocks. next question - where is my astro unhappy  ?,negative
176,Her back unhappy  ,negative
177,No stream tonight! Throat is killing me. unhappy ,negative
178,Me too...I won't miss the HGVs going past our house though. It was a nice looking building - had initiall ,negative
179,Don't say that unhappy ,negative
180,Summer's not in our school's vocabulary unhappy  We need air. Please tell ,negative
181,Bae's not here unhappy ,negative
182,Wanna get a haircut but i don%27t know a good place unhappy ,negative
183,it feels kind of empty w/o youngjae at the venue.. unhappy ,negative
184,Her back unhappy  ,negative
185,Yeah ,negative
186, i think that's going to be true ,negative
187, he can't leave us unhappy ,negative
188,Yesterday felt like friday unhappy ,negative
189, [PLEASE RT] he'll buy me a blinking taehyung headband,negative
190, if i get 900 retweets and 900 likes. help me :(un,negative
191,yes instant message sad crying ,negative
192,I face swapped a cat with a dog and it's really upsetting unhappy  ,negative
193,Nice! Some really nice stuff there! Mostly black dresses which i won't get away with for a June wedding though unhappy ,negative
194,I miss you unhappy ,negative
195,Beyond sad unhappy ,negative
196,Goodnight princess,negative
197, I love you  have fun with your friends ,negative
198,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
199,Something is really wrong. I should be spending my days naked on a beach in the hot sunshine. Not working in the cold in King's Lynn sad ,negative
200,Punishment time for JB's team! unhappy  ,negative
201,Aw goodnight angel! I love you lots and I hope you're going to have the best tiame and a lot of fun!! Wonho's already am,negative
202,Not really an amount just loads of sections unhappy  I'll ride up to to netherton now meet me at Darby end ?,negative
203,Q2 I'm not an MH healthcare professional. As much as I want to help I'm scared to death I might make the situation ,negative
204,Got a msg! Oops not you unhappy ,negative
205,Just chillin~ it's a bit quiet tonight on my tough luck unhappy  what about you??,negative
206, I bet The media's one-sided view of Tim Tams surprisingly was the alt-right roar extreme droll Fad unhappy ,negative
207,my hair is not as crisp unhappy ,negative
208,a couple more unhappy  ,negative
209,what the fuck don%27t unhappy ,negative
210,Going to CA in July,negative
211, our reunion is in August unhappy ,negative
212,The road and traffic signs section of theory revision is such a myth unhappy ,negative
213,unhappy  We're sorry your pizza arrived with mushrooms despite your request. Could you please get in touch vi ,negative
214,you're a kabute unhappy ,negative
215,last to  things i've bought from you no sweets unhappy ,negative
216,Wish I could stay in bed all day and listen to the rain sad ,negative
217,I don't want to tell fellow Comm students because i don't want them to think I'm some kind of suck-up... unhappy ,negative
218,When will you notice me? unhappy ,negative
219,GO AWAY unhappy  ,negative
220,ally unhappy  I can't make a poem about being cute ,negative
221,ehh i cant DM you unhappy ,negative
222,to  beautiful ladies and so full of fun and body confidence. .. then on the s ,negative
223,why is italian easier than spanish unhappy ,negative
224,i find it so difficult to says no to him unhappy  ,negative
225,It's only been 3 days and to  nights since mama went back to the province but I already miss her unhappy ,negative
226,i want to cry unhappy ,negative
227,I love got7 but god i am bored unhappy ,negative
228,i can't continue this right now because the lighting is shitty as f i swear sorry sad ,negative
229,Let's have dinneeeer please unhappy ,negative
230,I lost one import quizzz unhappy ,negative
231,i want to be mutuals with you so bad unhappy ,negative
232,Keep looking for the things I bought yesterday in my dream unhappy ,negative
233,it hurts me to see him so sad unhappy  you don't understand i have to do this. if i don't kill you,negative
234, he'll kil ,negative
235,i hate park jisung so much sad ,negative
236,When your online crush comes to the meet-up without their Snapchat filter unhappy  ,negative
237,I hate when my mom ask so you going or no? Bc then I want to stay home but i missed too much school already unhappy ,negative
238,HAPPY BIRTHDAY KATRIKA  I miss you though unhappy  miss having you in our group and all haih  anyway,negative
239, have a blast okay. love you!,negative
240,I miss my dogs too unhappy ,negative
241,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
242,DIGITAL MONSTERS WANT TO WORK WITH BLACKPINK MAKE IT HAPPEN PLS unhappy  ,negative
243,This is so me though ,negative
244,i miss my boys unhappy  i have started working with my own local boys but they are very nervous college friends,negative
245,we were classmates for alvarez but i don't really see you around school anymore unhappy ,negative
246,ugh i miss my baby crying ,negative
247,if anyone needs me I'll be on my vent unhappy ,negative
248,why is it so hard for you to notice me? Haay unhappy ,negative
249,i cant deathmatch you piss off unhappy ,negative
250,When are you going to notice yous? unhappy ,negative
251,And I miss my bedroom too unhappy ,negative
252,please take all the rest you needwe love you so so much :(i hope you feel better soon sunshine! ,negative
253,oh,negative
254, same unhappy ,negative
255,I miss my baby unhappy  ,negative
256,it's only been a few days since their promotion ended but i'm already missing her so much unhappy  ,negative
257,i miss them unhappy ,negative
258,i miss jihoon sad ,negative
259,My only one cat yang manja sangat and now someone has took him unhappy  ,negative
260,Not tired and there's nothing to do great combo unhappy ,negative
261,And this tweet made me cry!! crying ,negative
262,back to coconut hair unhappy ,negative
263,Please return the jacket unhappy  ,negative
264,who would you call when you are roused in midnightreminds me of the time(s) they were roommates unhappy  unhappy  unhappy YOU SUCK,negative
265,I feel so bad,negative
266, and all the mobbing in Australia,negative
267, I just hope everything goes right from now on unhappy ,negative
268,it's only been a few days since their promotion ended but i'm already missing her so much unhappy  ,negative
269,hungry unhappy  but no time to buy food,negative
270,How can I set an alarm for 9am and snooze it until 12 unhappy ,negative
271,Sad story unhappy  ,negative
272,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
